PlantName,PlantKey,Technology,City,State,ZipCode,Capacity_MW,Lat,Long,2023_CO2_Emissions,2023_NOX_Emissions,2023_SO2_Emissions,2023_CO2_Rate,2023_NOX_Rate,2023_SO2_Rate,FuelType,HeatRate_MBTU,2023_Net_Generation_Mwh
La Tabatiere,4235,Internal Combustion,Gros-Mécatina,,,6.8,50.841530,(58.977410),NA,NA,NA,NA,NA,NA,Oil,NA,NA
La Tuque,4236,Hydraulic Turbine,La Tuque,,,354.0,47.444530,(72.798980),NA,NA,NA,NA,NA,NA,Water,NA,NA
LaBarge Hydro Generating Plant,13697,Hydraulic Turbine,Caledonia,MI,49316,0.9,42.810908,(85.483396),NA,NA,NA,NA,NA,NA,Water,NA,NA
LabCorp Engine,68809,Internal Combustion,Raritan,NJ,08869,3.2,40.570310,(74.640460),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Labish Solar Project,25470,Solar,Salem,OR,97303,2.2,45.023000,(122.992000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lac Brochet,8765,Internal Combustion,Lac Brochet,,,2.3,58.621480,(101.473250),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lac Courte Oreilles Hydroelectric,4238,Hydraulic Turbine,Winter,WI,54896,3.2,45.888216,(91.077564),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lac Seul Hydro (Obishikokaang Waasiganikewigamig),8880,Hydraulic Turbine,Ear Falls,,,12.0,50.631640,(93.218050),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lac-Alfred Wind Farm,10673,Wind Turbine,Saint-Cléophas,,,300.0,48.417000,(67.767330),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lacassine Syrup,11888,Steam Turbine,Iowa,LA,70647,6.8,30.239730,(92.941890),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Lachenaie Landfill,8709,Internal Combustion,Montreal,,,7.0,45.732040,(73.534520),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
LaChute Hydro - Lower,4240,Hydraulic Turbine,Ticonderoga,NY,12883,3.6,43.849009,(73.420697),NA,NA,NA,NA,NA,NA,Water,NA,NA
LaChute Hydro - Upper,4241,Hydraulic Turbine,Ticonderoga,NY,12883,4.9,43.843867,(73.431271),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lacomb Irrigation District,4243,Hydraulic Turbine,Lebanon,OR,97355,1.0,44.597550,(122.685620),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lac-Robertson,4239,Hydraulic Turbine,Gros-Mécatina,,,21.0,50.998950,(59.061910),NA,NA,NA,NA,NA,NA,Water,NA,NA
Ladera Ranch - KHL30,10825,Solar,Ladera Ranch,CA,92694,0.1,33.560960,(117.628630),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ladore,4244,Hydraulic Turbine,Campbell River,,,48.0,50.017340,(125.392920),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lady Slipper Solar Array Farm,25743,Solar,Red Wing,MN,55066,4.5,44.553220,(92.663480),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Ladysmith,4245,Hydraulic Turbine,Ladysmith,WI,54848,2.9,45.464841,(91.083237),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lafarge Holcim - Paulding Wind Project,39501,Wind Turbine,Paulding,OH,45879,4.5,41.181280,(84.606900),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lafayette 2 Kankakee Solar Project,61499,Solar,Kankakee,IL,60901,2.0,41.090620,(87.866300),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafayette 2 Solar Project,57853,Solar,Los Angeles,CA,90063,1.9,34.051030,(118.174530),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafayette 2 Solar Project - MLK Jr. Hospital,57987,Solar,Los Angeles,CA,90059,1.7,33.923430,(118.243220),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafayette DPC Solar Project,23005,Solar,Hallie,WI,54729,1.0,44.886740,(91.365190),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafayette Horizon Solar,43228,Solar,Lafayette,CO,80026,1.6,39.981520,(105.061940),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafayette Solar I,18233,Solar,Shelby,NC,28152,1.9,35.232830,(81.564802),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lafleche Landfill Project,15962,Internal Combustion,Moose Creek,,,4.2,45.305912,(74.995648),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Laforge-1,4248,Hydraulic Turbine,Baie-James,,,878.0,54.169200,(72.613920),NA,NA,NA,NA,NA,NA,Water,NA,NA
Laforge-2,4249,Hydraulic Turbine,Baie-James,,,319.0,54.169200,(72.613920),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lagoon Cogeneration Facility,10159,Internal Combustion,Farmington,UT,84025,1.5,40.984640,(111.893490),NA,NA,NA,NA,NA,NA,Gas,NA,NA
LaGrande,4250,Hydraulic Turbine,Eatonville,WA,98328,64.0,46.833980,(122.324260),NA,NA,NA,NA,NA,NA,Water,NA,NA
Laguna Niguel - Solar,9943,Solar,Laguna Niguel,CA,92677-3421,0.3,33.565350,(117.711020),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laho Solar Plant (Seven Sisters),19166,Solar,Milford,UT,84751,3.0,38.291390,(113.035560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lahontan,4251,Hydraulic Turbine,Fallon,NV,89406,1.8,39.462460,(119.066370),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lahr 1 Solar Project,23381,Solar,Cold Spring,MN,56320,5.0,45.431190,(94.426040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake,4254,Internal Combustion,West Thumb,WY,82190,2.7,44.408850,(110.568870),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lake Benton I,4255,Wind Turbine,Lake Benton,MN,56149,103.5,44.293338,(96.371469),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lake Benton II,4256,Wind Turbine,Ruthton,MN,56170,100.2,44.171360,(96.166220),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lake Catherine,4257,Steam Turbine,Malvern,AR,72104,522.0,34.433920,(92.905240),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake County East Chicago Solar Photovoltaic Facility,18139,Solar,East Chicago,IN,46312-2560,2.0,41.633824,(87.469091),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake County Solar (Lincoln Solar),16574,Solar,Crown Point,IN,46307,1.5,41.462966,(87.260649),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Creek Hydro,4261,Hydraulic Turbine,Heber City,UT,84032,1.0,40.493630,(111.312510),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Creek Hydroelectric Project,24686,Hydraulic Turbine,Troy,MT,59935,4.5,48.438970,(115.871270),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Crystal,4262,Internal Combustion,Lake Crystal,MN,56055,5.8,44.107042,(94.218950),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lake Dorothy Hydroelectric Project,13332,Hydraulic Turbine,Juneau,AK,99801,14.3,58.232510,(134.053850),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Elsinore Canopies - Lakeside HS Solar Project,109477,Solar,Lake Elsinore,CA,92530,1.0,33.668420,(117.383050),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Erie Cogeneration Facility,74344,Steam Turbine,Nanticoke,,,65.0,42.821360,(80.089350),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake Erieau Wind Farm,10863,Wind Turbine,Blenheim,,,99.0,42.283215,(81.990194),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lake Forest Hospital,23834,Internal Combustion,Lake Forest,IL,60045,5.6,42.254160,(87.864120),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake Gas Recovery,4263,Gas Turbine,Northbrook,IL,60062,6.6,42.106142,(87.813796),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Lake Harriet - Clackamas River Hydro,18131,Hydraulic Turbine,Estacada,OR,97023,1.0,45.076193,(121.973944),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Herman Solar Plant,68418,Solar,Benicia,CA,94510,5.0,38.099180,(122.136970),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Hubbard,4264,Steam Turbine,Garland,TX,75043,915.0,32.836040,(96.546210),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake Lure,4265,Hydraulic Turbine,Lake Lure,NC,28746,3.6,35.425135,(82.183673),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Lynn Power Station,4266,Hydraulic Turbine,Morgantown,WV,26508,52.0,39.720180,(79.856370),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Mathews,4267,Hydraulic Turbine,Corona,CA,92881,4.9,33.850270,(117.455700),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Mendocino,4268,Hydraulic Turbine,Ukiah,CA,95482,3.5,39.197332,(123.185813),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lake Mills,4269,Internal Combustion,Lake Mills,IA,50450,17.7,43.418080,(93.534570),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lake Mills Gas Recovery,10218,Internal Combustion,Lake Mills,IA,50450,4.0,43.387121,(93.573545),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Lake One,963,Gas Turbine,Burbank,CA,91502,48.0,34.176780,(118.314600),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake Park,4270,Internal Combustion,Lake Park,IA,51347,4.0,43.448230,(95.324448),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lake Preston,4272,Gas Turbine,Lake Preston,SD,57249,23.8,44.365286,(97.380967),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lake Region Community Hybrid Project,39662,Wind Turbine,Rothsay,MN,56579,2.0,46.506760,(96.161720),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lake Region Solar Project,58952,Solar,Rothsay,MN,56579,0.5,46.506760,(96.161720),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Street Solar Project,22656,Solar,Plympton,MA,02367,1.0,41.992660,(70.804110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Superior,8868,Combined Cycle,Sault Sainte Marie,,,110.0,46.515890,(84.368760),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lake View Geothermal (Sonoma),6381,Geothermal,Geyserville,CA,95441-9732,55.0,38.823710,(122.782270),NA,NA,NA,NA,NA,NA,Geothermal,NA,NA
Lake Waconia Solar IV Project,24396,Solar,Waconia,MN,55387,1.0,44.873670,(93.812750),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Waconia Solar Project,24397,Solar,Waconia,MN,55387,1.0,44.871760,(93.810600),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lake Winds Energy Park,13580,Wind Turbine,Riverton,MI,49454,100.8,43.879954,(86.330935),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lakefield (Central Hydro) Station,8185,Hydraulic Turbine,Selwyn,,,2.0,44.421000,(78.272200),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lakefield Junction,233,Gas Turbine,Trimont,MN,56176,550.2,43.799050,(94.839400),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lakefield Junction IC,9860,Internal Combustion,Trimont,MN,56176,2.0,43.799050,(94.839400),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lakefield Utilities,4278,Internal Combustion,Lakefield,MN,56150,2.9,43.674194,(95.170458),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lakeland Airport I,15432,Solar,Lakeland,FL,33811,2.3,27.990970,(82.045164),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakeland Airport II,21536,Solar,Lakeland,FL,33811,3.5,27.991420,(82.045870),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakeland Solar Energy,18800,Solar,Lakeland,GA,31635,1.8,31.027600,(83.055560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakeport,4279,Hydraulic Turbine,Laconia,NH,03246,0.6,43.548743,(71.465142),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lakeport Solar,11710,Solar,Lakeport,CA,95453,0.5,39.106700,(122.919020),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakeside IC,9791,Internal Combustion,Springfield,IL,62712,5.1,39.754450,(89.605220),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lakeswind Power Plant,13427,Wind Turbine,Hawley,MN,56549,50.0,46.721280,(96.207170),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lakeview Dam Hydroelectric,11729,Hydraulic Turbine,Colonial Heights,VA,23834,0.4,37.271854,(77.418594),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lakeview Gas Recovery,4282,Internal Combustion,Erie,PA,16509-5339,6.0,42.060170,(80.020760),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Lakeview Solar Project (OR Solar 6),22311,Solar,Lakeview,OR,97630,10.0,42.207970,(120.374990),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakeville Solar Project,57785,Solar,Lakeville,MA,02347,2.7,41.867550,(70.959540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakewood Cheder School Solar Project,42820,Solar,Lakewood,NJ,08701,1.0,40.071030,(74.180640),NA,NA,NA,NA,NA,NA,Solar,NA,NA
"Lakewood Cogeneration, LP",4283,Combined Cycle,Lakewood,NJ,08701,251.0,40.061207,(74.168240),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lakewood Hydroelectric,4284,Hydraulic Turbine,Boulder,CO,80302,3.5,40.011408,(105.334661),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lakewood Seven Solar Project,20584,Solar,Lakewood,NJ,08701-5926,1.0,40.057500,(74.185560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakewood Solar,10628,Solar,Lakewood,CA,90712-4109,0.3,33.831050,(118.161410),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lakota Ridge,4286,Wind Turbine,Hendricks,MN,56149,11.2,44.352025,(96.380396),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lalamilo Wind Farm Repowering Project,19464,Wind Turbine,Kamuela,HI,96743,3.3,19.987868,(155.765190),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lamar Wind (Baca County),14184,Wind Turbine,Springfield,CO,81073,1.5,37.324671,(102.565666),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lamar Wind (Prowers County),8016,Wind Turbine,Lamar,CO,81052,5.5,38.090740,(102.612720),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lambie Energy Center,1194,Gas Turbine,Suisun City,CA,94585,45.0,38.222210,(121.868250),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lameque Wind Farm,10321,Wind Turbine,Lamèque,,,45.0,47.837120,(64.617030),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lamoni Municipal Utilities,4292,Internal Combustion,Lamoni,IA,50140,10.1,40.623150,(93.934180),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lamont Creek,8974,Hydraulic Turbine,Maple Ridge,,,27.0,49.588300,(122.333040),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lamphear Road Project,22092,Solar,Rome,NY,13440,2.0,43.184430,(75.476550),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lampwick Solar Project,24733,Solar,Hext,TX,76848,7.5,30.869750,(99.537110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lanaudiere Landfill Facility,13342,Internal Combustion,Saint-Thomas,,,9.4,46.063940,(73.255620),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Lancaster - AVS Phase 2 Solar Project,25219,Solar,Lancaster,CA,93535,3.0,34.746800,(117.973200),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Baptist Church,20650,Solar,Lancaster,CA,93535,1.0,34.692890,(118.054290),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Dry Farm Ranch B Solar PV Plant,14971,Solar,Lancaster,CA,93536,5.0,34.717790,(118.290240),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Generation Facility,340,Combined Cycle,Rathdrum,ID,83858,282.0,47.786100,(116.921400),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lancaster Little Rock,19840,Solar,Palmdale,CA,93591,5.0,34.599440,(117.932780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Solar 1,19969,Solar,Lancaster,CA,93535,1.5,34.666000,(118.088000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Solar 2,19966,Solar,Lancaster,CA,93535,1.5,34.685970,(118.090070),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Solar Project (Shirley Road Airport),17932,Solar,Lancaster,MA,01523,4.5,42.522100,(71.661920),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster Solar Project (SolarCity),19171,Solar,Lancaster,CA,93535,3.7,34.748130,(117.973230),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lancaster WAD B Solar PV Plant,14970,Solar,Lancaster,CA,93536,3.0,34.779500,(118.192370),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Landau II Solar Battery Storage Project,122595,Battery,Kingston,NY,12401,4.0,41.900660,(74.021820),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Landau II Solar Project,122594,Solar,Kingston,NY,12401,4.0,41.900660,(74.021820),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Landau Solar Project,25210,Solar,Kingston,NY,12401,2.0,41.894890,(74.030960),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Landis Delivery No 2,11827,Internal Combustion,Landis,NC,28088,2.0,35.542375,(80.611982),NA,NA,NA,NA,NA,NA,Oil,NA,NA
LandPro Solar Plant (8161 & 8162),18282,Solar,Helendale,CA,92342,3.0,34.765889,(117.323676),NA,NA,NA,NA,NA,NA,Solar,NA,NA
LandPro-1 Solar Plant (8159),20124,Solar,Helendale,CA,92342,1.5,34.765760,(117.323820),NA,NA,NA,NA,NA,NA,Solar,NA,NA
LandPro-2 Solar Plant (8160-61-1),20123,Solar,Helendale,CA,92342,1.5,34.766070,(117.322830),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lane Ave Solar - Hanrahan Facility,58963,Solar,North Brookfield,MA,01535,1.5,42.264960,(72.072080),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lane Solar Farm,20998,Solar,Goldsboro,NC,27530,5.0,35.395700,(78.051450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lane Solar Farm II,21724,Solar,Goldsboro,NC,27530,4.9,35.399820,(78.051640),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lanesboro,4296,Internal Combustion,Lanesboro,MN,55949,2.1,43.719910,(91.977970),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lanesboro Hydro,4297,Hydraulic Turbine,Lanesboro,MN,55949,0.2,43.719910,(91.977970),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lanesville Solar RES,21432,Solar,Georgetown,IN,47122,1.1,38.271380,(85.985200),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lanfine Wind Energy Project (North and South),22945,Wind Turbine,Oyen,,,150.0,51.308040,(110.561730),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lang Solar Farm,19726,Solar,La Grange,NC,28551,5.0,35.318000,(77.841000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Langdon Solar Farm,19916,Solar,Four Oaks,NC,27524,5.0,35.447790,(78.412810),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Langdon Wind (North Dakota Wind Energy Center-Otter Tail),14197,Wind Turbine,Osnabrock,ND,58269,40.5,48.611179,(98.366261),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Langdon Wind Farm,9186,Wind Turbine,Langdon,ND,58249,118.5,48.744100,(98.258520),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Langdon Wind II,11765,Wind Turbine,Fairdale,ND,58229,40.5,48.625310,(98.314910),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lange Peaking Power,1159,Gas Turbine,Rapid City,SD,57701,38.0,44.121120,(103.260900),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lange Solar,57615,Solar,Byron,MN,55920,1.0,44.024290,(92.640940),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Langford Wind,8952,Wind Turbine,Christoval,TX,76935,150.0,31.117778,(100.502500),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Langley PV1 Solar Facility (FAE XII LLC),19363,Solar,Elm City,NC,27822,5.0,35.800710,(77.848040),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lanier Solar,19397,Solar,Beulaville,NC,28518,4.9,34.896890,(77.809140),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lansdowne First Nation,8737,Gas Turbine,Lansdowne House,,,1.4,52.197640,(87.935280),NA,NA,NA,NA,NA,NA,Oil,NA,NA
L'Anse a Valleau (Cartier Wind),8224,Wind Turbine,Gaspé,,,100.5,49.092249,(64.662933),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Lansing (GM),10368,Combined Cycle,Lansing,MI,48912,1.8,42.722200,(84.521020),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lansing Renewables (Straw) Plant,47873,Solar,Lansing,NY,14882,5.0,42.592840,(76.565690),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lansing Renewables Battery Storage Project  (Straw,107306,Battery,Lansing,NY,14882,3.0,42.592840,(76.565690),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Lantana Solar Project,61538,Solar,Glenwood,MN,56334,1.0,45.646170,(95.357990),NA,NA,NA,NA,NA,NA,Solar,NA,NA
LaO Energy Systems,2806,Combined Cycle,Plaquemine,LA,70764,410.0,30.314376,(91.234996),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lapeer Solar (Turrill Road),21805,Solar,Lapeer,MI,48446,19.6,43.033560,(83.313530),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laredo Bus Facility Solar Canopies,18516,Solar,Decatur,GA,30030-2209,1.0,33.783084,(84.267314),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laredo CT,11266,Gas Turbine,Laredo,TX,78041,191.8,27.567030,(99.509010),NA,NA,NA,NA,NA,NA,Gas,NA,NA
"Laredo Detention Solar Facility(2,3)",99880,Solar,Bakersfield,CA,93308,5.1,35.511160,(119.109820),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laredo Ridge Wind Farm,12157,Wind Turbine,Petersburg,NE,68652,79.9,41.857170,(98.024730),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Larkspur Energy Facility,604,Gas Turbine,San Diego,CA,92154,91.6,32.567065,(116.944305),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Larned IC,4308,Internal Combustion,Larned,KS,67550,16.0,38.175736,(99.100636),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Larsen Memorial CC,4310,Combined Cycle,Lakeland,FL,33805,122.7,28.049458,(81.923131),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Las Animas,4312,Internal Combustion,Las Animas,CO,81054,5.1,38.063763,(103.215371),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Las Cruces Centennial Solar Farm,16866,Solar,Las Cruces,NM,88005,13.6,32.248920,(106.911160),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Las Vegas Solar PV Plant,15360,Solar,Las Vegas,NM,87701,5.0,35.644180,(105.207090),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Las Vegas WPCF Solar Plant,18763,Solar,Las Vegas,NV,89122-3415,3.3,36.134444,(115.035278),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Las Virgenes Municipal Water District,19431,Solar,Calabasas,CA,91302,1.0,34.132540,(118.699900),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Las Virgenes Solar Project,61505,Solar,Calabasas,CA,91302,3.0,34.126610,(118.704020),NA,NA,NA,NA,NA,NA,Solar,NA,NA
LAS1 Solar Plant,110996,Solar,Henderson,NV,89052-8706,1.3,35.965300,(115.152340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laskin Energy Center (Syl Laskin),6673,Steam Turbine,Hoyt Lakes,MN,55750,98.0,47.530416,(92.162118),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Laskin Solar Project,58930,Solar,Aurora,MN,55705,5.6,47.524000,(92.180000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Last Chance,4315,Hydraulic Turbine,Grace,ID,83241,1.4,42.603345,(111.705299),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lateral 10 Ventures,4316,Hydraulic Turbine,Buhl,ID,83316,2.3,42.617809,(114.845466),NA,NA,NA,NA,NA,NA,Water,NA,NA
Latitude Solar Center,22235,Solar,Whiteville,TN,38075,15.0,35.306710,(89.168870),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laurel,4320,Hydraulic Turbine,London,KY,40744,61.0,36.961895,(84.270651),NA,NA,NA,NA,NA,NA,Water,NA,NA
Laurel Ridge Landfill,7790,Internal Combustion,Lily,KY,40740,4.0,37.030560,(84.092760),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Laurel Village (CSG) Project,54546,Solar,Cokato,MN,55321,1.0,45.083500,(94.179680),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laurel Wind Farm,14205,Wind Turbine,Laurel,IA,50141,119.6,41.895681,(92.958800),NA,NA,NA,NA,NA,NA,Wind,NA,NA
"Laurel, NE",4321,Internal Combustion,Laurel,NE,68745,3.2,42.430572,(97.090865),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Laurens,4322,Internal Combustion,Laurens,IA,50554,8.3,42.848833,(94.850453),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Laurens Solar Project,19953,Solar,Laurens,NY,13796,1.1,42.537630,(75.084300),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laurie River No. 1,8462,Hydraulic Turbine,Lynn Lake,,,5.0,56.224990,(101.010020),NA,NA,NA,NA,NA,NA,Water,NA,NA
Laurie River No. 2,8464,Hydraulic Turbine,Lynn Lake,,,5.4,56.250570,(101.117930),NA,NA,NA,NA,NA,NA,Water,NA,NA
Laurinburg Farm,17939,Solar,Laurinburg,NC,28352,5.0,34.761540,(79.442980),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laurinburg Solar,18402,Solar,Maxton,NC,28364,1.9,34.752130,(79.394060),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laurinburg Solar Farm,17076,Solar,Laurinburg,NC,28352,2.5,34.739690,(79.462390),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Laverne,9071,Internal Combustion,Laverne,OK,73848,4.0,36.710642,(99.890540),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Lavio Solar (Petaluma)(Lakeville Highway),23551,Solar,Petaluma,CA,94952,1.0,38.194640,(122.663280),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lawrence Brook Solar Farm,61504,Solar,Morrisville,VT,05661-2043,2.2,44.516660,(72.624500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Lawrence County Generating Station,1002,Gas Turbine,Bedford,IN,47446,300.0,38.800378,(86.450499),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Lawrence Hydro,4325,Hydraulic Turbine,Lawrence,MA,01843,14.0,42.699340,(71.165910),NA,NA,NA,NA,NA,NA,Water,NA,NA
Lawrence Solar Farm,15543,Solar,Elk Grove,CA,95757,1.0,38.338850,(121.431250),NA,NA,NA,NA,NA,NA,Solar,NA,NA
