PlantName,PlantKey,Technology,City,State,ZipCode,Capacity_MW,Lat,Long,2023_CO2_Emissions,2023_NOX_Emissions,2023_SO2_Emissions,2023_CO2_Rate,2023_NOX_Rate,2023_SO2_Rate,FuelType,HeatRate_MBTU,2023_Net_Generation_Mwh
Grayling Generating Station,3451,Steam Turbine,Grayling,MI,49738,38.6,44.591537,(84.692960),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Grays Ferry Cogeneration,3453,Combined Cycle,Philadelphia,PA,19146,183.6,39.942367,(75.187984),NA,NA,NA,NA,NA,NA,Gas,NA,NA
GRC ES Unit 6 Battery Storage Project (Ortega Highway),21191,Battery,San Juan Capistrano,CA,92675,2.0,33.561940,(117.543970),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
GRE Gacrux Solar Project (Waterford),68357,Solar,Waterford,CT,06385,16.8,41.379320,(72.176810),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Great Bend 3 (Arthur Mullergren),1520,Steam Turbine,Great Bend,KS,67530,99.7,38.410003,(98.869572),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Great Cove Solar II Project,124253,Solar,Mercersburg,PA,17236,150.0,39.901600,(77.868200),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Great Falls (Manitoba),3461,Hydraulic Turbine,Alexander,,,132.0,50.461640,(96.009590),NA,NA,NA,NA,NA,NA,Water,NA,NA
Great Falls (SC),3459,Hydraulic Turbine,Great Falls,SC,29055,12.0,34.559178,(80.891771),NA,NA,NA,NA,NA,NA,Water,NA,NA
Great Falls (TN),3462,Hydraulic Turbine,Rock Island,TN,38581,35.6,35.806764,(85.635649),NA,NA,NA,NA,NA,NA,Water,NA,NA
Great Falls (VT),3460,Hydraulic Turbine,Lyndonville,VT,05851,1.9,44.500230,(71.999000),NA,NA,NA,NA,NA,NA,Water,NA,NA
Great Lakes Battery Storage Project,107898,Battery,Millinocket,ME,04462,18.8,45.647170,(68.704590),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Great Lakes Hydro America - ME,3465,Hydraulic Turbine,Millinocket,ME,04462,130.9,45.647170,(68.704590),NA,NA,NA,NA,NA,NA,Water,NA,NA
Great Lakes Seaway CDG (Orleans and Clayton Solar),27700,Solar,Clayton,NY,13624,5.0,44.255310,(76.014170),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Great Lakes Seaway CDG BESS (Orleans and Clayton Solar),122921,Battery,Clayton,NY,13624,5.0,44.255310,(76.014170),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Great Northern Tri-Gen Facility,10127,Internal Combustion,Kingsville,,,12.0,42.064840,(82.680080),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Great Oaks Fuel Cell Plant,57707,Fuel Cell,San Jose,CA,95119,4.0,37.242580,(121.782730),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Great Plains I,10754,Wind Turbine,Spearman,TX,79081,114.0,36.482727,(101.380634),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Great Valley (Tranquillity 8) Battery Storage Project,107983,Battery,Cantua Creek,CA,93608,72.0,36.584550,(120.383290),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Greater Des Moines Energy Center,720,Combined Cycle,Pleasant Hill,IA,50317,603.2,41.556612,(93.528438),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greater Lebanon Refuse Authority Landfill,9910,Internal Combustion,Lebanon,PA,17046,3.2,40.366360,(76.492910),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Greater Sandhill - Alamosa,12067,Solar,Mosca,CO,81146,19.0,37.685760,(105.890490),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Acres Breeze LLC (Wolf Wind Project),10240,Wind Turbine,Rushmore,MN,56168,1.3,43.581111,(95.780278),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Acres Solar Facility 2,17060,Solar,Elk Grove,CA,95757,0.9,38.283740,(121.462200),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Beanworks B Solar Project,23557,Solar,Lancaster,CA,93535,3.0,34.688040,(117.989540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Beanworks C Solar Project,23379,Solar,Palmdale,CA,93591,3.0,34.596930,(117.930590),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Beanworks D Solar Project,23378,Solar,Palmdale,CA,93550,3.0,34.654890,(118.082110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Cow Power Project,19554,Internal Combustion,Goshen,IN,46526,4.3,41.533210,(85.928290),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Green Electron Power Project (Greenfield South),8116,Combined Cycle,St. Clair,,,289.0,42.792910,(82.457700),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Green Energy Machine Project,22889,Wind Turbine,Anita,IA,50020,1.7,41.373000,(94.754000),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Farm,18494,Solar,Robersonville,NC,27871,5.0,35.835911,(77.270682),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Island Hydroelectric Project,3468,Hydraulic Turbine,Troy,NY,12183,6.0,42.749790,(73.689270),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Knight Energy Center,9434,Gas Turbine,Pen Argyl,PA,18072,8.7,40.859190,(75.262690),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Green Lake Hydro,3469,Hydraulic Turbine,Sitka,AK,99835,18.6,56.986150,(135.122690),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Lake Solar Project,57527,Solar,Grawn,MI,49637,1.0,44.661120,(85.731910),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Lakes Solar Project,91799,Solar,Kirkville,NY,13082,5.0,43.059920,(75.938230),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Light Plaster City Solar (USG 2),24845,Solar,Ocotillo,CA,92259,1.0,32.792570,(115.857250),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Light Plaster City Solar 1 (USG 1),24868,Solar,Ocotillo,CA,92259,1.0,32.793130,(115.857050),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Mountain,3470,Hydraulic Turbine,Silverthorne,CO,80498,26.0,39.878750,(106.332790),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Mountain Battery Storage System,22703,Battery,Garrett,PA,15542,10.4,39.850630,(79.080050),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Green Mountain Solar - Berkeley,8969,Solar,Berkeley,CA,94710,0.1,37.853630,(122.293620),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Pastures Wind I,18903,Wind Turbine,Seymour,TX,76380,150.0,33.627297,(99.448076),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Pastures Wind II,20824,Wind Turbine,Seymour,TX,76380,150.0,33.623280,(99.386150),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Peter,3472,Hydraulic Turbine,Foster,OR,97345,80.0,44.449400,(122.549400),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Power I,3474,Wind Turbine,Whitewater,CA,92282,16.5,33.913538,(116.710403),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Providence Wind I Project,99890,Wind Turbine,Providence,RI,02905,1.5,41.789480,(71.384760),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green Providence Wind II,96983,Wind Turbine,Providence,RI,02905,3.0,41.786050,(71.385550),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Green River (NB),8624,Hydraulic Turbine,Edmundston,,,3.0,47.468300,(68.235440),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Solar Acres 1,17059,Solar,Elk Grove,CA,95757,2.8,38.284273,(121.462500),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Solar Project,114911,Solar,Culver,OR,97734,2.9,44.484240,(121.248390),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Green Springs,3476,Hydraulic Turbine,Ashland,OR,97520,17.2,42.121123,(122.547904),NA,NA,NA,NA,NA,NA,Water,NA,NA
Green Valley Dairy,12319,Internal Combustion,Krakow,WI,54137,0.6,44.781220,(88.296930),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Green Valley Landfill,7791,Internal Combustion,Ashland,KY,41102,2.4,38.377486,(82.769269),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Greenback Energy (West Pipestone Project),9138,Wind Turbine,Pipestone,MN,56164,1.7,44.015379,(96.436518),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greene Correctional Solar Facility,74240,Solar,Coxsackie,NY,12051,5.0,42.347910,(73.830360),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greene County Solar Array,22669,Solar,Cairo,NY,12413,1.6,42.291180,(74.004400),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greene Durham Solar Farm,61483,Solar,Union Point,GA,30669,3.0,33.635270,(83.092990),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greene Valley Gas Recovery,3480,Gas Turbine,Naperville,IL,60565,6.6,41.733910,(88.084820),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Greenfield COMFIT Wind Project,19849,Wind Turbine,Greenfield,,,3.2,45.345800,(63.142520),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenfield Energy Centre,7954,Combined Cycle,Courtright,,,"1,052.0",42.770190,(82.452170),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greenfield Mass Municipal Land Solar Project,22835,Solar,Greenfield,MA,01301,1.4,42.645330,(72.571210),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenfield Solar Park Project,23173,Solar,Greenfield,IN,46140,2.8,39.794530,(85.817150),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenfield Solar Plant,14391,Solar,Greenfield,MA,01301,2.0,42.573020,(72.613830),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenfield Solar Project,25229,Solar,Greenfield,MA,01301,2.0,42.639120,(72.584900),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenfield Wind,18600,Wind Turbine,Fontanelle,IA,50846,1.6,41.290492,(94.488556),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenfield Wind Farm,18058,Wind Turbine,Choteau,MT,59422,25.0,47.720001,(111.930999),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenhaven Correctional Solar Facility (DOCCS Greenhaven),78616,Solar,Stormville,NY,12582,3.7,41.578410,(73.720580),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenidge,1307,Steam Turbine,Penn Yan,NY,14527,106.3,42.679200,(76.948270),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greenland Energy Center,10317,Gas Turbine,Jacksonville,FL,32256,384.2,30.160098,(81.517069),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greenleaf 1 Power Plant(Gas Project),73882,Gas Turbine,Yuba City,CA,95993,60.0,39.052580,(121.692630),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greenpark Solar Project,58960,Solar,Salem,OR,97317,1.3,44.877010,(122.935780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenport,3484,Internal Combustion,Greenport,NY,11944,5.4,41.101020,(72.372170),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Greens Bayou CT,3486,Gas Turbine,Houston,TX,77049,394.0,29.821730,(95.219470),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greensburg Wind Farm,12140,Wind Turbine,Haviland,KS,67059,12.5,37.549650,(99.326640),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenstone Solar Project,110270,Solar,Coldwater,MI,49036,20.0,41.943020,(85.120420),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenup Hydro,3488,Hydraulic Turbine,Franklin Furnace,OH,45629,70.2,38.647600,(82.856080),NA,NA,NA,NA,NA,NA,Water,NA,NA
Greenville Electric Generating Station,3489,Gas Turbine,Greenville,OH,45331,236.0,40.075719,(84.615752),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Greenville NY 1 Solar Project,39543,Solar,Port Jervis,NY,12771,2.0,41.355980,(74.621830),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenville Solar Plant (Seven Sisters),19147,Solar,Milford,UT,84751,2.2,38.256110,(112.735830),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenville Solar Project,20278,Solar,Greenville,GA,,1.0,33.174590,(84.857160),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenville Wind Farm (Whirlpool Corp),24320,Wind Turbine,Greenville,OH,45331,4.5,40.131070,(84.612460),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenwich Solar 1 Project,57843,Solar,Greenwich,NY,12834,5.0,43.077680,(73.531540),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greenwich Windfarm,11770,Wind Turbine,Thunder Bay,,,98.9,48.797366,(88.827553),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Greenwood Meadows Solar (GSE MA-1),16564,Solar,Sandwich,MA,02644,3.5,41.671823,(70.522558),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Greers Ferry Lake,3494,Hydraulic Turbine,Heber Springs,AR,72543,90.0,35.520958,(91.994641),NA,NA,NA,NA,NA,NA,Water,NA,NA
Greggs Falls Facility,3496,Hydraulic Turbine,Goffstown,NH,03045,3.4,43.016023,(71.569040),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gregory B. Jarvis Plant,3965,Hydraulic Turbine,Remsen,NY,13438,9.0,43.312230,(75.108670),NA,NA,NA,NA,NA,NA,Water,NA,NA
Grey Highlands Clean Energy,14434,Wind Turbine,Grey Highlands,,,18.5,44.331860,(80.323600),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Grey Highlands Zero Emission People,12906,Wind Turbine,Grey Highlands,,,10.0,44.324890,(80.295920),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Gridley Main One Solar,18753,Solar,Gridley,CA,95948,1.0,39.373318,(121.684152),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Gridley Main Two,15564,Solar,Gridley,CA,95948,2.5,39.373210,(121.681600),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Griffin Road Solar 2 Project,99885,Solar,Charlton,MA,01507,1.4,42.147880,(72.003890),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Griffin Road Solar Project,25645,Solar,Charlton,MA,01507,2.0,42.146630,(72.004380),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Griffin Solar Project,45028,Solar,Robinson,TX,76706,5.0,31.474300,(97.141260),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Griffith Solar Photovoltaic Facility,18136,Solar,Griffith,IN,46319-2162,2.0,41.521195,(87.436555),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Griggs Solar Project,61495,Solar,Grant Park,IL,60940,2.0,41.192470,(87.665310),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grimm Community Solar Garden,24569,Solar,Buffalo Lake,MN,55314,1.0,44.732620,(94.608660),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grimsby Biomass Project,17824,Internal Combustion,Grimsby,,,1.0,43.148230,(79.539530),NA,NA,NA,NA,NA,NA,Biomass,NA,NA
Grindstone Solar Project,22435,Solar,Terre Haute,IN,47802,6.6,39.342000,(87.485000),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grinnell College Solar Facility (Pioneer Solar),74638,Solar,Grinnell,IA,50112,4.0,41.762190,(92.715810),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grinnell Wind Farm Project,22327,Wind Turbine,Grinnell,IA,50112,3.0,41.730220,(92.727420),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Grissom Battery Storage Project,107441,Battery,Enfield,NC,27823,10.0,36.239170,(77.839880),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Grissom Solar,24241,Solar,Johnstown,NY,12095,20.0,42.974130,(74.311270),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grissom Solar Project,60678,Solar,Enfield,NC,27823,5.0,36.239170,(77.839880),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grizzly,3501,Hydraulic Turbine,Quincy,CA,95971,17.7,39.889290,(121.279310),NA,NA,NA,NA,NA,NA,Water,NA,NA
Grizzly Bear Creek Wind Facility,17691,Wind Turbine,Mannville,,,152.1,53.203790,(111.130020),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Gros-Morne (Cartier Wind),8229,Wind Turbine,Mont-Saint-Pierre,,,211.5,49.202800,(65.649030),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Gross,3502,Hydraulic Turbine,Golden,CO,80403,8.0,39.945690,(105.356530),NA,NA,NA,NA,NA,NA,Water,NA,NA
Grossmont Hospital,3503,Gas Turbine,La Mesa,CA,91942,4.4,32.779982,(117.006251),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Grossmont HS Solar Project,57532,Solar,La Mesa,CA,91942,1.3,32.782410,(116.985710),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Groton Generation Station,7577,Gas Turbine,Groton,SD,57445,188.0,45.373130,(98.098860),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Grove Solar Project,21695,Solar,New Bern,NC,28560,5.0,35.167650,(77.117770),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Groveland Solar Farm,17303,Solar,Groveland,MA,01985,3.2,42.804945,(70.977935),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Groveville Hydro,3504,Hydraulic Turbine,Beacon,NY,12508,0.9,41.513574,(73.944793),NA,NA,NA,NA,NA,NA,Water,NA,NA
Grundman Solar Project (Bruceville Road),15540,Solar,Elk Grove,CA,95757,18.0,38.366156,(121.410041),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Grundy Center,3506,Internal Combustion,Grundy Center,IA,50638,8.7,42.363270,(92.772240),NA,NA,NA,NA,NA,NA,Oil,NA,NA
GS One-Parkway Solar Farm,16511,Solar,Ottawa,,,10.0,45.305440,(75.460570),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE MA-2 Project (Devens Solar-EPG),17149,Solar,Shirley,MA,01464,2.0,42.561940,(71.622780),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE NC-1 Alexander Project,21600,Solar,Hayesville,NC,28904,1.0,35.027670,(83.797220),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE NC-1 Daughter,21493,Solar,Murphy,NC,28906,1.0,35.008860,(84.205120),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE NC-1 Hindsman Project,21496,Solar,Hayesville,NC,28904,1.0,35.037910,(83.751270),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE NC-1 Martin Solar,21495,Solar,Brasstown,NC,28902,1.0,35.047610,(83.951990),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSE NM-1 Solar Project,17762,Solar,Dexter,NM,88230,1.7,33.162388,(104.388662),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSG Wind Farm,9046,Wind Turbine,West Brooklyn,IL,61378,88.4,41.662570,(89.198190),NA,NA,NA,NA,NA,NA,Wind,NA,NA
GSK York RDC Solar Facility,14785,Solar,Manchester,PA,17345,1.6,40.044250,(76.734520),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSPP Boxborough Littleton Community Solar Project,24681,Solar,Boxborough,MA,01719,4.0,42.473620,(71.551410),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSPP Devens Solar Project,24808,Solar,Ayer,MA,01434,2.2,42.544270,(71.586260),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSPP Held CSG Project,39557,Solar,Saint Cloud,MN,56301,3.0,45.524960,(94.282110),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSPP Onyx New Brunswick Solar Project,73904,Solar,New Brunswick,NJ,08901-3638,1.1,40.481430,(74.481520),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSPP Terawatt Westfield,24759,Solar,Westfield,MA,01085,3.6,42.177550,(72.728450),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GSSP Schneider Solar Project,50839,Solar,Saint Cloud,MN,56301,5.0,45.528320,(94.297050),NA,NA,NA,NA,NA,NA,Solar,NA,NA
GTAA Cogeneration,8117,Combined Cycle,Mississauga,,,117.0,43.691570,(79.610290),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Guadalupe Solar Farm,39671,Solar,San Jose,CA,95136,1.7,37.269000,(121.861120),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Guam Reef Hotel Internal Combustion Plant,110608,Internal Combustion,Tamuning,GU,96913,3.0,13.516590,144.805640,NA,NA,NA,NA,NA,NA,Oil,NA,NA
Guelph Flywheel Storage Project,22499,Mechanical Storage,Guelph,,,5.0,43.537130,(80.222500),NA,NA,NA,NA,NA,NA,Energy Storage,NA,NA
Guernsey,3511,Hydraulic Turbine,Guernsey,WY,82214,6.4,42.289648,(104.760641),NA,NA,NA,NA,NA,NA,Water,NA,NA
Guernsey Solar Station,17372,Solar,Hanford,CA,93230,20.0,36.163890,(119.650560),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Guilderland Community Solar Project,57603,Solar,Altamont,NY,12009,2.0,42.727290,(74.000810),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Gulch,8542,Hydraulic Turbine,Bear River,,,5.7,44.567130,(65.634690),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gulf Island,3512,Hydraulic Turbine,Lewiston,ME,04240,23.2,44.152767,(70.209337),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gundersen Lutheran Wind Farm (GL Wind),14518,Wind Turbine,Lewiston,MN,55952,3.3,43.991147,(91.866302),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Gunlock,3515,Hydraulic Turbine,Gunlock,UT,84733,0.5,37.285820,(113.758620),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gunlock Hydro,3516,Hydraulic Turbine,Saint George,UT,84770,0.4,37.247940,(113.777860),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gunnison Solar Project,90616,Solar,Gunnison,UT,84634,1.5,39.165940,(111.804510),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Gunnison Tunnel (South Canal) Project,12751,Hydraulic Turbine,Montrose,CO,81401,3.8,38.483370,(107.754960),NA,NA,NA,NA,NA,NA,Water,NA,NA
Gunn's Hill Wind Farm,13537,Wind Turbine,Woodstock,,,18.0,43.085200,(80.672270),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Gunsight Mountain Wind Energy Project,10590,Wind Turbine,Big Spring,TX,79720,120.0,32.136510,(101.466674),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Guntersville,3517,Hydraulic Turbine,Guntersville,AL,35976,124.5,34.422554,(86.392949),NA,NA,NA,NA,NA,NA,Water,NA,NA
Guse Community Solar Garden,24773,Solar,Janesville,MN,56048,1.0,44.094000,(93.709880),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Gustavus Internal Combustion Plant,99903,Internal Combustion,Gustavus,AK,99826,1.4,58.419500,(135.707400),NA,NA,NA,NA,NA,NA,Oil,NA,NA
GVEC Solar Generation Solar Array (SunHub),23943,Solar,Kingsbury,TX,78638,2.0,29.545730,(97.756640),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Gwitchyaa Zhee,3518,Internal Combustion,Fort Yukon,AK,99740,1.8,66.566300,(145.253110),NA,NA,NA,NA,NA,NA,Oil,NA,NA
H Neely Henry Dam (Coosa River Project),3524,Hydraulic Turbine,Ohatchee,AL,36271,71.1,33.784232,(86.052443),NA,NA,NA,NA,NA,NA,Water,NA,NA
H Power Solar Project,22403,Solar,Kapolei,HI,96707,2.1,21.304190,(158.107880),NA,NA,NA,NA,NA,NA,Solar,NA,NA
H. Gonzales,9195,Gas Turbine,Los Angeles,CA,90058,5.9,33.998872,(118.220674),NA,NA,NA,NA,NA,NA,Gas,NA,NA
H. Lee Dennison Complex,14659,Solar,Hauppauge,NY,11788-5402,2.0,40.821734,(73.219843),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haa-ak-suuk Creek Hydro Project,18302,Hydraulic Turbine,Ucluelet,,,6.0,49.273384,(125.368253),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hackberry Wind Project,9760,Wind Turbine,Albany,TX,76430,162.3,32.768333,(99.422778),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hackensack Solar Farm,16986,Solar,Hackensack,NJ,07601,1.1,40.868998,(74.037370),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hadley 3 Solar (North),68814,Solar,Hadley,MA,01035-9736,3.9,42.358470,(72.544130),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hadley 3 Solar Plant (South),68822,Solar,Hadley,MA,01035-9736,2.0,42.356260,(72.543190),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hadley Falls,3530,Hydraulic Turbine,Holyoke,MA,01040,33.1,42.212110,(72.603790),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hadley Ridge LLC,3532,Wind Turbine,Lake Benton,MN,56149,1.9,44.225278,(96.235000),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hadley Solar II Project,21529,Solar,Hadley,MA,01035,1.9,42.350590,(72.556340),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haefling,3533,Gas Turbine,Lexington,KY,40511,28.0,38.079447,(84.519185),NA,NA,NA,NA,NA,NA,Gas,NA,NA
HAF Wind Energy Project,14460,Wind Turbine,West Lincoln,,,9.0,43.126820,(79.714410),NA,NA,NA,NA,NA,NA,Wind,NA,NA
Hagerstown - KHL987,11570,Solar,Hagerstown,MD,21740,0.2,39.621550,(77.776320),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Hagood CT,3535,Gas Turbine,North Charleston,SC,29405,141.0,32.827141,(79.962608),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hagues Reach (Central Hydro) Station,8174,Hydraulic Turbine,Campbellford,,,4.0,44.267668,(77.793009),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hailesboro 3 Plant,9639,Hydraulic Turbine,Hailesboro,NY,13642,0.9,44.313669,(75.449124),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hailesboro 4 Plant,3536,Hydraulic Turbine,Hailesboro,NY,13642,1.4,44.311658,(75.444920),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hailesboro 6 Plant,9640,Hydraulic Turbine,Hailesboro,NY,13642,0.9,44.307225,(75.437666),NA,NA,NA,NA,NA,NA,Water,NA,NA
Haines,3537,Internal Combustion,Haines,AK,99827,9.0,59.235850,(135.445910),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Haines Junction (WAF),16094,Internal Combustion,Whitehorse,,,1.3,60.798463,(137.509394),NA,NA,NA,NA,NA,NA,Oil,NA,NA
Haiwee,3538,Hydraulic Turbine,Ridgecrest,CA,93555,5.0,36.110000,(117.956860),NA,NA,NA,NA,NA,NA,Water,NA,NA
Hal C Weaver Power Plant,6949,Combined Cycle,Austin,TX,78712,146.8,30.286410,(97.735250),NA,NA,NA,NA,NA,NA,Gas,NA,NA
Hales Mills Solar Project,47879,Solar,Johnstown,NY,12095,3.6,43.015730,(74.325850),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Haley (Allendale) Solar Farm,21807,Solar,Allendale,SC,29810,8.2,33.023400,(81.293370),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Halfmoon Solar Project,20930,Solar,Halfmoon,NY,12188,1.3,42.835060,(73.675300),NA,NA,NA,NA,NA,NA,Solar,NA,NA
Halifax,3539,Hydraulic Turbine,Halifax,VA,24558,1.6,36.780761,(78.924049),NA,NA,NA,NA,NA,NA,Water,NA,NA
